ticker,company_name,isin,scope,category,stakeholder,wellby_per_dollar,wellby_abs
CBA,Commonwealth Bank Of Austral,AU000000CBA7,own_ops,income_wealth,gov_communities,2.2925466092978083e-09,0.0001
CBA,Commonwealth Bank Of Austral,AU000000CBA7,own_ops,income_wealth,shareholders,2.2925466092978083e-09,0.0001
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,income_wealth,gov_communities,7.241613622701309e-10,3.2e-05
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,income_wealth,suppliers,1.6897098452969719e-09,7.4e-05
CSL,Csl Ltd,AU000000CSL8,own_ops,employment,employees,3.239206295634122e-05,0.481359
CSL,Csl Ltd,AU000000CSL8,upstream,employment,employees,2.7197500285348048e-05,0.404166
CSL,Csl Ltd,AU000000CSL8,upstream,employment,suppliers,1.165607155086345e-05,0.173214
CSL,Csl Ltd,AU000000CSL8,downstream,health,customers,0.0030567037913101004,45.423847
CSL,Csl Ltd,AU000000CSL8,own_ops,health,gov_communities,-7.504755211914e-07,-0.011152
CSL,Csl Ltd,AU000000CSL8,upstream,health,gov_communities,-1.4181486179904e-06,-0.021074
CSL,Csl Ltd,AU000000CSL8,own_ops,income_wealth,gov_communities,1.8051679793731776e-09,2.7e-05
CSL,Csl Ltd,AU000000CSL8,own_ops,income_wealth,shareholders,1.8051679793731776e-09,2.7e-05
CSL,Csl Ltd,AU000000CSL8,upstream,income_wealth,gov_communities,1.0168045493904976e-09,1.5e-05
CSL,Csl Ltd,AU000000CSL8,upstream,income_wealth,suppliers,2.3725439485778277e-09,3.5e-05
FMG,Fortescue Metals Group Ltd,AU000000FMG4,downstream,employment,customers,0.0030759427441884213,56.693775
FMG,Fortescue Metals Group Ltd,AU000000FMG4,own_ops,employment,employees,3.185601786647951e-05,0.587149
FMG,Fortescue Metals Group Ltd,AU000000FMG4,upstream,employment,employees,3.717430084846786e-05,0.685173
FMG,Fortescue Metals Group Ltd,AU000000FMG4,upstream,employment,suppliers,1.5931843220771944e-05,0.293645
FMG,Fortescue Metals Group Ltd,AU000000FMG4,own_ops,health,gov_communities,-9.1540155976518e-06,-0.168721
FMG,Fortescue Metals Group Ltd,AU000000FMG4,upstream,health,gov_communities,-5.3357284342038e-06,-0.098345
FMG,Fortescue Metals Group Ltd,AU000000FMG4,own_ops,income_wealth,gov_communities,1.8410497537703466e-09,3.4e-05
FMG,Fortescue Metals Group Ltd,AU000000FMG4,own_ops,income_wealth,shareholders,1.8410497537703466e-09,3.4e-05
FMG,Fortescue Metals Group Ltd,AU000000FMG4,upstream,income_wealth,gov_communities,9.923922579367858e-10,1.8e-05
FMG,Fortescue Metals Group Ltd,AU000000FMG4,upstream,income_wealth,suppliers,2.315581935185833e-09,4.3e-05
FMG,Fortescue Metals Group Ltd,AU000000FMG4,downstream,mobility,customers,0.00011519562102578219,2.123211
MQG,Macquarie Group Ltd,AU000000MQG1,own_ops,employment,employees,1.7716201917459943e-05,0.350813
MQG,Macquarie Group Ltd,AU000000MQG1,upstream,employment,employees,9.322518739617743e-06,0.184603
MQG,Macquarie Group Ltd,AU000000MQG1,upstream,employment,suppliers,3.99536517412189e-06,0.079116
MQG,Macquarie Group Ltd,AU000000MQG1,own_ops,health,gov_communities,-1.506498133423443e-09,-3e-05
MQG,Macquarie Group Ltd,AU000000MQG1,upstream,health,gov_communities,-1.7020016661730893e-08,-0.000337
MQG,Macquarie Group Ltd,AU000000MQG1,downstream,income_wealth,customers,0.001312304654966603,25.986026
MQG,Macquarie Group Ltd,AU000000MQG1,own_ops,income_wealth,gov_communities,2.0677941210119485e-09,4.1e-05
MQG,Macquarie Group Ltd,AU000000MQG1,own_ops,income_wealth,shareholders,2.0677941210119485e-09,4.1e-05
MQG,Macquarie Group Ltd,AU000000MQG1,upstream,income_wealth,gov_communities,8.59176825711779e-10,1.7e-05
MQG,Macquarie Group Ltd,AU000000MQG1,upstream,income_wealth,suppliers,2.004745926660818e-09,4e-05
NAB,National Australia Bank Ltd,AU000000NAB4,own_ops,employment,employees,1.2722110566885264e-05,0.436667
NAB,National Australia Bank Ltd,AU000000NAB4,upstream,employment,employees,7.508371313642386e-06,0.257713
NAB,National Australia Bank Ltd,AU000000NAB4,upstream,employment,suppliers,3.2178734201324512e-06,0.110449
NAB,National Australia Bank Ltd,AU000000NAB4,own_ops,health,gov_communities,-3.2836875948198474e-10,-1.1e-05
NAB,National Australia Bank Ltd,AU000000NAB4,upstream,health,gov_communities,-4.8565903106962735e-09,-0.000167
NAB,National Australia Bank Ltd,AU000000NAB4,downstream,income_wealth,customers,0.0012033093903156598,41.301757
NAB,National Australia Bank Ltd,AU000000NAB4,own_ops,income_wealth,gov_communities,2.2785322749269677e-09,7.8e-05
NAB,National Australia Bank Ltd,AU000000NAB4,own_ops,income_wealth,shareholders,2.2785322749269677e-09,7.8e-05
NAB,National Australia Bank Ltd,AU000000NAB4,upstream,income_wealth,gov_communities,7.325896749987378e-10,2.5e-05
NAB,National Australia Bank Ltd,AU000000NAB4,upstream,income_wealth,suppliers,1.709375908330388e-09,5.9e-05
NST,Northern Star Resources Ltd,AU000000NST8,downstream,employment,customers,9.491598894075913e-05,0.309636
NST,Northern Star Resources Ltd,AU000000NST8,own_ops,employment,employees,6.74674288572463e-06,0.022009
NST,Northern Star Resources Ltd,AU000000NST8,upstream,employment,employees,4.5207757196129036e-05,0.147477
NST,Northern Star Resources Ltd,AU000000NST8,upstream,employment,suppliers,1.9374753084055302e-05,0.063205
NST,Northern Star Resources Ltd,AU000000NST8,own_ops,health,gov_communities,-2.332817204657589e-07,-0.000761
NST,Northern Star Resources Ltd,AU000000NST8,upstream,health,gov_communities,-3.1411729386568756e-07,-0.001025
NST,Northern Star Resources Ltd,AU000000NST8,downstream,income_wealth,customers,0.0005185542839336171,1.691633
NST,Northern Star Resources Ltd,AU000000NST8,own_ops,income_wealth,gov_communities,3.1320986635413686e-10,1e-06
NST,Northern Star Resources Ltd,AU000000NST8,own_ops,income_wealth,shareholders,3.1320986635413686e-10,1e-06
NST,Northern Star Resources Ltd,AU000000NST8,upstream,income_wealth,gov_communities,3.9821931309529235e-10,1e-06
NST,Northern Star Resources Ltd,AU000000NST8,upstream,income_wealth,suppliers,9.291783972223488e-10,3e-06
QBE,Qbe Insurance Group Ltd,AU000000QBE9,downstream,employment,customers,0.00012626422314923437,2.73358
QBE,Qbe Insurance Group Ltd,AU000000QBE9,own_ops,employment,employees,3.810658179743364e-05,0.824995
QBE,Qbe Insurance Group Ltd,AU000000QBE9,upstream,employment,employees,1.3441562440322633e-05,0.291006
QBE,Qbe Insurance Group Ltd,AU000000QBE9,upstream,employment,suppliers,5.7606696172811285e-06,0.124717
QBE,Qbe Insurance Group Ltd,AU000000QBE9,downstream,health,customers,0.00012736509024494959,2.757414
QBE,Qbe Insurance Group Ltd,AU000000QBE9,own_ops,health,gov_communities,-3.6556524662991215e-09,-7.9e-05
QBE,Qbe Insurance Group Ltd,AU000000QBE9,upstream,health,gov_communities,-3.500554765820686e-08,-0.000758
QBE,Qbe Insurance Group Ltd,AU000000QBE9,downstream,income_wealth,customers,0.00026992162174094915,5.843717
QBE,Qbe Insurance Group Ltd,AU000000QBE9,own_ops,income_wealth,gov_communities,2.023934577302958e-09,4.4e-05
QBE,Qbe Insurance Group Ltd,AU000000QBE9,own_ops,income_wealth,shareholders,2.023934577302958e-09,4.4e-05
QBE,Qbe Insurance Group Ltd,AU000000QBE9,upstream,income_wealth,gov_communities,8.8560180216409e-10,1.9e-05
QBE,Qbe Insurance Group Ltd,AU000000QBE9,upstream,income_wealth,suppliers,2.066404205049543e-09,4.5e-05
QBE,Qbe Insurance Group Ltd,AU000000QBE9,downstream,safety,customers,0.0013546475332753968,29.327689
REA,Rea Group Ltd,AU000000REA9,downstream,connectivity,customers,0.0006979767137179064,0.775916
REA,Rea Group Ltd,AU000000REA9,own_ops,employment,employees,2.972489630355276e-05,0.033044
REA,Rea Group Ltd,AU000000REA9,upstream,employment,employees,1.0721289510253278e-05,0.011918
REA,Rea Group Ltd,AU000000REA9,upstream,employment,suppliers,4.594838361537119e-06,0.005108
REA,Rea Group Ltd,AU000000REA9,own_ops,health,gov_communities,-1.3243039284491417e-10,-0.0
REA,Rea Group Ltd,AU000000REA9,upstream,health,gov_communities,-2.5161774640533688e-09,-3e-06
REA,Rea Group Ltd,AU000000REA9,downstream,housing,customers,9.996217657802447e-06,0.011112
REA,Rea Group Ltd,AU000000REA9,downstream,income_wealth,customers,0.0002609677071404,0.290109
REA,Rea Group Ltd,AU000000REA9,own_ops,income_wealth,gov_communities,2.525354922401268e-09,3e-06
REA,Rea Group Ltd,AU000000REA9,own_ops,income_wealth,shareholders,2.525354922401268e-09,3e-06
REA,Rea Group Ltd,AU000000REA9,upstream,income_wealth,gov_communities,5.843267438557051e-10,1e-06
REA,Rea Group Ltd,AU000000REA9,upstream,income_wealth,suppliers,1.3634290689966451e-09,2e-06
WES,Wesfarmers Ltd,AU000000WES1,downstream,employment,customers,3.752384441640223e-05,1.095632
WES,Wesfarmers Ltd,AU000000WES1,own_ops,employment,employees,2.717063780801972e-05,0.793336
WES,Wesfarmers Ltd,AU000000WES1,upstream,employment,employees,3.199296112578961e-05,0.934139
WES,Wesfarmers Ltd,AU000000WES1,upstream,employment,suppliers,1.3711269053909831e-05,0.400345
WES,Wesfarmers Ltd,AU000000WES1,downstream,health,customers,-5.778333987511733e-05,-1.687174
WES,Wesfarmers Ltd,AU000000WES1,own_ops,health,gov_communities,-2.4560091793603018e-08,-0.000717
WES,Wesfarmers Ltd,AU000000WES1,upstream,health,gov_communities,-4.4234801168929686e-07,-0.012916
WES,Wesfarmers Ltd,AU000000WES1,downstream,housing,customers,0.00021032157727320363,6.141028
WES,Wesfarmers Ltd,AU000000WES1,downstream,income_wealth,customers,0.00019164222072368922,5.595623
WES,Wesfarmers Ltd,AU000000WES1,own_ops,income_wealth,gov_communities,1.4224718239897313e-09,4.2e-05
WES,Wesfarmers Ltd,AU000000WES1,own_ops,income_wealth,shareholders,1.4224718239897313e-09,4.2e-05
WES,Wesfarmers Ltd,AU000000WES1,upstream,income_wealth,gov_communities,1.2077772765842011e-09,3.5e-05
WES,Wesfarmers Ltd,AU000000WES1,upstream,income_wealth,suppliers,2.8181469786964693e-09,8.2e-05
WES,Wesfarmers Ltd,AU000000WES1,downstream,knowledge,customers,3.4975590653321564e-05,1.021227
WES,Wesfarmers Ltd,AU000000WES1,downstream,nutrition,customers,7.427404822652266e-07,0.021687
COL,Coles Group Ltd,AU0000030678,own_ops,employment,employees,4.9265485309805e-06,0.142661
COL,Coles Group Ltd,AU0000030678,upstream,employment,employees,2.3539541315744405e-05,0.68165
COL,Coles Group Ltd,AU0000030678,upstream,employment,suppliers,1.0088374849604745e-05,0.292136
COL,Coles Group Ltd,AU0000030678,downstream,health,customers,-0.0001381146921813,-3.999477
COL,Coles Group Ltd,AU0000030678,own_ops,health,gov_communities,-4.0423046732688494e-08,-0.001171
COL,Coles Group Ltd,AU0000030678,upstream,health,gov_communities,-7.075790138286e-07,-0.02049
COL,Coles Group Ltd,AU0000030678,own_ops,income_wealth,gov_communities,1.112024526426295e-09,3.2e-05
COL,Coles Group Ltd,AU0000030678,own_ops,income_wealth,shareholders,1.112024526426295e-09,3.2e-05
COL,Coles Group Ltd,AU0000030678,upstream,income_wealth,gov_communities,1.430226228280912e-09,4.1e-05
COL,Coles Group Ltd,AU0000030678,upstream,income_wealth,suppliers,3.337194532655461e-09,9.7e-05
COL,Coles Group Ltd,AU0000030678,downstream,nutrition,customers,0.0003807708326270955,11.026228
KBC,Kbc Group Nv,BE0003565737,own_ops,employment,employees,1.3179305595845423e-05,0.378623
KBC,Kbc Group Nv,BE0003565737,upstream,employment,employees,1.2413211446401366e-05,0.356614
KBC,Kbc Group Nv,BE0003565737,upstream,employment,suppliers,5.3199477627434424e-06,0.152835
KBC,Kbc Group Nv,BE0003565737,own_ops,health,gov_communities,-3.6814323715333705e-09,-0.000106
KBC,Kbc Group Nv,BE0003565737,upstream,health,gov_communities,-6.994721505913404e-08,-0.002009
KBC,Kbc Group Nv,BE0003565737,downstream,income_wealth,customers,0.001216160298337126,34.93857
KBC,Kbc Group Nv,BE0003565737,own_ops,income_wealth,gov_communities,1.8709632668495356e-09,5.4e-05
KBC,Kbc Group Nv,BE0003565737,own_ops,income_wealth,shareholders,1.8709632668495356e-09,5.4e-05
KBC,Kbc Group Nv,BE0003565737,upstream,income_wealth,gov_communities,9.774134466606397e-10,2.8e-05
KBC,Kbc Group Nv,BE0003565737,upstream,income_wealth,suppliers,2.2806313755414925e-09,6.6e-05
UCB,Ucb Sa,BE0003739530,own_ops,employment,employees,2.9085103631723445e-05,0.165177
UCB,Ucb Sa,BE0003739530,upstream,employment,employees,2.354234943913803e-05,0.1337
UCB,Ucb Sa,BE0003739530,upstream,employment,suppliers,1.0089578331059154e-05,0.0573
UCB,Ucb Sa,BE0003739530,downstream,health,customers,0.002617352473218901,14.864228
UCB,Ucb Sa,BE0003739530,own_ops,health,gov_communities,-5.316601684924481e-07,-0.003019
UCB,Ucb Sa,BE0003739530,upstream,health,gov_communities,-1.0594566701586e-06,-0.006017
UCB,Ucb Sa,BE0003739530,own_ops,income_wealth,gov_communities,1.893974524205074e-09,1.1e-05
UCB,Ucb Sa,BE0003739530,own_ops,income_wealth,shareholders,1.893974524205074e-09,1.1e-05
UCB,Ucb Sa,BE0003739530,upstream,income_wealth,gov_communities,9.635655644744241e-10,5e-06
UCB,Ucb Sa,BE0003739530,upstream,income_wealth,suppliers,2.248319650440323e-09,1.3e-05
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,employment,customers,0.0037760287645145396,224.263602
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,own_ops,employment,employees,1.2907757545378453e-05,0.76661
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,employment,employees,4.232797000221755e-05,2.513917
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,employment,suppliers,1.814055857237895e-05,1.077393
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,health,customers,-0.0058256564823696184,-345.993844
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,own_ops,health,gov_communities,-1.6817941536044173e-07,-0.009988
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,health,gov_communities,-2.0212733461254e-06,-0.120046
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,own_ops,income_wealth,gov_communities,1.2122490101841124e-09,7.2e-05
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,own_ops,income_wealth,shareholders,1.2122490101841124e-09,7.2e-05
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,income_wealth,gov_communities,1.3723395190820789e-09,8.2e-05
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,income_wealth,suppliers,3.2021255445248504e-09,0.00019
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,nutrition,customers,0.0001260251648357168,7.48481
IAG,Ia Financial Corp Inc,CA45075E1043,own_ops,employment,employees,1.0542445868533607e-05,0.074482
IAG,Ia Financial Corp Inc,CA45075E1043,upstream,employment,employees,1.0242300060272352e-05,0.072362
IAG,Ia Financial Corp Inc,CA45075E1043,upstream,employment,suppliers,4.389557168688151e-06,0.031012
IAG,Ia Financial Corp Inc,CA45075E1043,downstream,health,customers,0.00042205866149410244,2.981842
IAG,Ia Financial Corp Inc,CA45075E1043,own_ops,health,gov_communities,-1.6511592359428752e-10,-1e-06
IAG,Ia Financial Corp Inc,CA45075E1043,upstream,health,gov_communities,-3.1372025482914624e-09,-2.2e-05
IAG,Ia Financial Corp Inc,CA45075E1043,downstream,income_wealth,customers,0.0004325373031372446,3.055873
IAG,Ia Financial Corp Inc,CA45075E1043,own_ops,income_wealth,gov_communities,1.94713097789183e-09,1.4e-05
IAG,Ia Financial Corp Inc,CA45075E1043,own_ops,income_wealth,shareholders,1.94713097789183e-09,1.4e-05
IAG,Ia Financial Corp Inc,CA45075E1043,upstream,income_wealth,gov_communities,9.31721413264902e-10,7e-06
IAG,Ia Financial Corp Inc,CA45075E1043,upstream,income_wealth,suppliers,2.1740166309514376e-09,1.5e-05
IAG,Ia Financial Corp Inc,CA45075E1043,downstream,safety,customers,2.205621335802089e-05,0.155827
WCN,Waste Connections Inc,CA94106B1013,own_ops,employment,employees,7.640547397140065e-06,0.061302
WCN,Waste Connections Inc,CA94106B1013,upstream,employment,employees,1.4158553927552311e-05,0.113597
WCN,Waste Connections Inc,CA94106B1013,upstream,employment,suppliers,6.067951683236705e-06,0.048685
WCN,Waste Connections Inc,CA94106B1013,downstream,energy,customers,3.2451032119674535e-06,0.026036
WCN,Waste Connections Inc,CA94106B1013,own_ops,health,gov_communities,-1.1758625578901289e-07,-0.000943
WCN,Waste Connections Inc,CA94106B1013,upstream,health,gov_communities,-4.912299991608367e-07,-0.003941
WCN,Waste Connections Inc,CA94106B1013,own_ops,income_wealth,gov_communities,1.764645492458494e-09,1.4e-05
WCN,Waste Connections Inc,CA94106B1013,own_ops,income_wealth,shareholders,1.764645492458494e-09,1.4e-05
WCN,Waste Connections Inc,CA94106B1013,upstream,income_wealth,gov_communities,1.0411837565805513e-09,8e-06
WCN,Waste Connections Inc,CA94106B1013,upstream,income_wealth,suppliers,2.4294287653546195e-09,1.9e-05
WCN,Waste Connections Inc,CA94106B1013,downstream,mobility,customers,5.043438175279636e-06,0.040465
WCN,Waste Connections Inc,CA94106B1013,downstream,safety,customers,0.0005719019833724951,4.588506
ZURN,Zurich Insurance Group Ag,CH0011075394,own_ops,employment,employees,1.576305247657681e-05,1.233311
ZURN,Zurich Insurance Group Ag,CH0011075394,upstream,employment,employees,1.0564883655336386e-05,0.826603
ZURN,Zurich Insurance Group Ag,CH0011075394,upstream,employment,suppliers,4.527807280858452e-06,0.354259
ZURN,Zurich Insurance Group Ag,CH0011075394,own_ops,health,gov_communities,-9.111578959776528e-10,-7.1e-05
ZURN,Zurich Insurance Group Ag,CH0011075394,upstream,health,gov_communities,-1.2973342586712516e-08,-0.001015
ZURN,Zurich Insurance Group Ag,CH0011075394,downstream,income_wealth,customers,0.00024159616908671981,18.90264
ZURN,Zurich Insurance Group Ag,CH0011075394,own_ops,income_wealth,gov_communities,1.966559328621598e-09,0.000154
ZURN,Zurich Insurance Group Ag,CH0011075394,own_ops,income_wealth,shareholders,1.966559328621598e-09,0.000154
ZURN,Zurich Insurance Group Ag,CH0011075394,upstream,income_wealth,gov_communities,9.200167683564661e-10,7.2e-05
ZURN,Zurich Insurance Group Ag,CH0011075394,upstream,income_wealth,suppliers,2.1467057928317544e-09,0.000168
ZURN,Zurich Insurance Group Ag,CH0011075394,downstream,safety,customers,0.0006456523123531981,50.516254
NOVN,Novartis Ag-Reg,CH0012005267,own_ops,employment,employees,4.327144441100807e-05,1.96705
NOVN,Novartis Ag-Reg,CH0012005267,upstream,employment,employees,3.0118594090772554e-05,1.369143
NOVN,Novartis Ag-Reg,CH0012005267,upstream,employment,suppliers,1.290796889604538e-05,0.586775
NOVN,Novartis Ag-Reg,CH0012005267,downstream,health,customers,0.003715142695092573,168.884394
NOVN,Novartis Ag-Reg,CH0012005267,own_ops,health,gov_communities,-7.28755050444e-07,-0.033128
NOVN,Novartis Ag-Reg,CH0012005267,upstream,health,gov_communities,-1.4934694811910003e-06,-0.067891
NOVN,Novartis Ag-Reg,CH0012005267,own_ops,income_wealth,gov_communities,1.7829468347048177e-09,8.1e-05
NOVN,Novartis Ag-Reg,CH0012005267,own_ops,income_wealth,shareholders,1.7829468347048177e-09,8.1e-05
NOVN,Novartis Ag-Reg,CH0012005267,upstream,income_wealth,gov_communities,1.030179880509821e-09,4.7e-05
NOVN,Novartis Ag-Reg,CH0012005267,upstream,income_wealth,suppliers,2.4037530545229155e-09,0.000109
ROG,Roche Holding Ag-Genusschein,CH0012032048,own_ops,employment,employees,3.696168900244811e-05,2.415976
ROG,Roche Holding Ag-Genusschein,CH0012032048,upstream,employment,employees,2.8127707483816967e-05,1.838548
ROG,Roche Holding Ag-Genusschein,CH0012032048,upstream,employment,suppliers,1.20547317787787e-05,0.787949
ROG,Roche Holding Ag-Genusschein,CH0012032048,downstream,health,customers,0.0037734315531791074,246.64778
ROG,Roche Holding Ag-Genusschein,CH0012032048,own_ops,health,gov_communities,-6.269043059627999e-07,-0.040977
ROG,Roche Holding Ag-Genusschein,CH0012032048,upstream,health,gov_communities,-1.2091536026226e-06,-0.079036
ROG,Roche Holding Ag-Genusschein,CH0012032048,own_ops,income_wealth,gov_communities,1.8491427065926499e-09,0.000121
ROG,Roche Holding Ag-Genusschein,CH0012032048,own_ops,income_wealth,shareholders,1.8491427065926499e-09,0.000121
ROG,Roche Holding Ag-Genusschein,CH0012032048,upstream,income_wealth,gov_communities,9.904237672517141e-10,6.5e-05
ROG,Roche Holding Ag-Genusschein,CH0012032048,upstream,income_wealth,suppliers,2.3109887902539993e-09,0.000151
ABBN,Abb Ltd-Reg,CH0012221716,downstream,employment,customers,0.0003799577468178547,12.190936
