ticker,company_name,isin,scope,category,value
AI,Air Liquide Sa,FR0000120073,direct,land_use,0.0
AI,Air Liquide Sa,FR0000120073,downstream,land_use,0.0
AI,Air Liquide Sa,FR0000120073,upstream,land_use,3.472713906906102e-13
AI,Air Liquide Sa,FR0000120073,direct,water_stress,6.151696916339509e-13
AI,Air Liquide Sa,FR0000120073,downstream,water_stress,0.0
AI,Air Liquide Sa,FR0000120073,upstream,water_stress,1.154889723801029e-12
AIR.FP,Airbus Se,NL0000235190,direct,acidification,8.890083315097604e-14
AIR.FP,Airbus Se,NL0000235190,downstream,acidification,0.0
AIR.FP,Airbus Se,NL0000235190,upstream,acidification,1.021998079930926e-13
AIR.FP,Airbus Se,NL0000235190,direct,climate_change,1.653229206809559e-13
AIR.FP,Airbus Se,NL0000235190,downstream,climate_change,6.627479598075738e-13
AIR.FP,Airbus Se,NL0000235190,upstream,climate_change,6.781744827105015e-13
AIR.FP,Airbus Se,NL0000235190,direct,eutrophication,0.0
AIR.FP,Airbus Se,NL0000235190,downstream,eutrophication,0.0
AIR.FP,Airbus Se,NL0000235190,upstream,eutrophication,1.324468103502772e-13
AIR.FP,Airbus Se,NL0000235190,direct,land_use,0.0
AIR.FP,Airbus Se,NL0000235190,downstream,land_use,0.0
AIR.FP,Airbus Se,NL0000235190,upstream,land_use,5.75249917474115e-13
AIR.FP,Airbus Se,NL0000235190,direct,water_stress,5.756215339624719e-14
AIR.FP,Airbus Se,NL0000235190,downstream,water_stress,0.0
AIR.FP,Airbus Se,NL0000235190,upstream,water_stress,4.05849944236028e-13
7259,Aisin Corp,JP3102000001,direct,acidification,4.116877525486533e-14
7259,Aisin Corp,JP3102000001,downstream,acidification,0.0
7259,Aisin Corp,JP3102000001,upstream,acidification,6.541881163446632e-14
7259,Aisin Corp,JP3102000001,direct,climate_change,8.47361670616271e-14
7259,Aisin Corp,JP3102000001,downstream,climate_change,6.057911374167988e-13
7259,Aisin Corp,JP3102000001,upstream,climate_change,6.862707351052076e-13
7259,Aisin Corp,JP3102000001,direct,eutrophication,0.0
7259,Aisin Corp,JP3102000001,downstream,eutrophication,0.0
7259,Aisin Corp,JP3102000001,upstream,eutrophication,1.551015558843693e-13
7259,Aisin Corp,JP3102000001,direct,land_use,0.0
7259,Aisin Corp,JP3102000001,downstream,land_use,0.0
7259,Aisin Corp,JP3102000001,upstream,land_use,3.845781043752461e-13
7259,Aisin Corp,JP3102000001,direct,water_stress,1.041019011808764e-14
7259,Aisin Corp,JP3102000001,downstream,water_stress,0.0
7259,Aisin Corp,JP3102000001,upstream,water_stress,2.578972562538788e-13
2802,Ajinomoto Co Inc,JP3119600009,direct,acidification,5.585400160970594e-14
2802,Ajinomoto Co Inc,JP3119600009,downstream,acidification,0.0
2802,Ajinomoto Co Inc,JP3119600009,upstream,acidification,5.927795390224922e-14
2802,Ajinomoto Co Inc,JP3119600009,direct,climate_change,5.870141425585177e-13
2802,Ajinomoto Co Inc,JP3119600009,downstream,climate_change,2.289230627682972e-13
2802,Ajinomoto Co Inc,JP3119600009,upstream,climate_change,9.21984813504937e-13
2802,Ajinomoto Co Inc,JP3119600009,direct,eutrophication,0.0
2802,Ajinomoto Co Inc,JP3119600009,downstream,eutrophication,0.0
2802,Ajinomoto Co Inc,JP3119600009,upstream,eutrophication,3.99547847440498e-12
2802,Ajinomoto Co Inc,JP3119600009,direct,land_use,0.0
2802,Ajinomoto Co Inc,JP3119600009,downstream,land_use,0.0
2802,Ajinomoto Co Inc,JP3119600009,upstream,land_use,5.256568324238609e-12
2802,Ajinomoto Co Inc,JP3119600009,direct,water_stress,6.726258722794304e-14
2802,Ajinomoto Co Inc,JP3119600009,downstream,water_stress,0.0
2802,Ajinomoto Co Inc,JP3119600009,upstream,water_stress,2.208875282283544e-11
AKRBP,Aker Bp Asa,NO0010345853,direct,acidification,1.136212647175006e-19
AKRBP,Aker Bp Asa,NO0010345853,downstream,acidification,0.0
AKRBP,Aker Bp Asa,NO0010345853,upstream,acidification,9.306257248618124e-15
AKRBP,Aker Bp Asa,NO0010345853,direct,climate_change,1.602632257669712e-13
AKRBP,Aker Bp Asa,NO0010345853,downstream,climate_change,6.463252887251775e-12
AKRBP,Aker Bp Asa,NO0010345853,upstream,climate_change,1.799079788252279e-13
AKRBP,Aker Bp Asa,NO0010345853,direct,eutrophication,0.0
AKRBP,Aker Bp Asa,NO0010345853,downstream,eutrophication,0.0
AKRBP,Aker Bp Asa,NO0010345853,upstream,eutrophication,1.817870458808842e-14
AKRBP,Aker Bp Asa,NO0010345853,direct,land_use,0.0
AKRBP,Aker Bp Asa,NO0010345853,downstream,land_use,0.0
AKRBP,Aker Bp Asa,NO0010345853,upstream,land_use,2.940486427985922e-14
AKRBP,Aker Bp Asa,NO0010345853,direct,water_stress,3.321171225350494e-17
AKRBP,Aker Bp Asa,NO0010345853,downstream,water_stress,0.0
AKRBP,Aker Bp Asa,NO0010345853,upstream,water_stress,1.662926928739642e-14
ALB,Albemarle Corp,US0126531013,direct,acidification,7.755963274330429e-14
ALB,Albemarle Corp,US0126531013,downstream,acidification,0.0
ALB,Albemarle Corp,US0126531013,upstream,acidification,8.50068117856556e-14
ALB,Albemarle Corp,US0126531013,direct,climate_change,1.827799896974421e-12
ALB,Albemarle Corp,US0126531013,downstream,climate_change,2.359656970528667e-12
ALB,Albemarle Corp,US0126531013,upstream,climate_change,1.743696833533349e-12
ALB,Albemarle Corp,US0126531013,direct,eutrophication,0.0
ALB,Albemarle Corp,US0126531013,downstream,eutrophication,0.0
ALB,Albemarle Corp,US0126531013,upstream,eutrophication,2.053322370004897e-13
ALB,Albemarle Corp,US0126531013,direct,land_use,0.0
ALB,Albemarle Corp,US0126531013,downstream,land_use,0.0
ALB,Albemarle Corp,US0126531013,upstream,land_use,3.043166463075381e-13
ALB,Albemarle Corp,US0126531013,direct,water_stress,2.147687825481485e-13
ALB,Albemarle Corp,US0126531013,downstream,water_stress,0.0
ALB,Albemarle Corp,US0126531013,upstream,water_stress,6.176786394921081e-13
ALV,Allianz Se-Reg,DE0008404005,direct,acidification,6.14996365152339e-17
ALV,Allianz Se-Reg,DE0008404005,downstream,acidification,3.822835899059248e-13
ALV,Allianz Se-Reg,DE0008404005,upstream,acidification,1.299799067473241e-14
ALV,Allianz Se-Reg,DE0008404005,direct,climate_change,1.345048772800569e-15
ALV,Allianz Se-Reg,DE0008404005,downstream,climate_change,4.61526947193595e-12
ALV,Allianz Se-Reg,DE0008404005,upstream,climate_change,9.673819443762082e-14
ALV,Allianz Se-Reg,DE0008404005,direct,eutrophication,0.0
ALV,Allianz Se-Reg,DE0008404005,downstream,eutrophication,2.579506108596182e-13
ALV,Allianz Se-Reg,DE0008404005,upstream,eutrophication,2.184632023733035e-14
ALV,Allianz Se-Reg,DE0008404005,direct,land_use,0.0
ALV,Allianz Se-Reg,DE0008404005,downstream,land_use,4.243443740617605e-12
ALV,Allianz Se-Reg,DE0008404005,upstream,land_use,1.086123889207e-13
ALV,Allianz Se-Reg,DE0008404005,direct,water_stress,6.815967647908949e-18
ALV,Allianz Se-Reg,DE0008404005,downstream,water_stress,3.521260764604868e-13
ALV,Allianz Se-Reg,DE0008404005,upstream,water_stress,8.993770806767336e-14
GOOGL,Alphabet Inc-Cl A,US02079K3059,direct,acidification,7.723798637730046e-17
GOOGL,Alphabet Inc-Cl A,US02079K3059,downstream,acidification,9.774926448661446e-17
GOOGL,Alphabet Inc-Cl A,US02079K3059,upstream,acidification,3.303517283112182e-14
GOOGL,Alphabet Inc-Cl A,US02079K3059,direct,climate_change,1.916100061780069e-15
GOOGL,Alphabet Inc-Cl A,US02079K3059,downstream,climate_change,3.627883887711099e-14
GOOGL,Alphabet Inc-Cl A,US02079K3059,upstream,climate_change,2.405574411705687e-13
GOOGL,Alphabet Inc-Cl A,US02079K3059,direct,eutrophication,0.0
GOOGL,Alphabet Inc-Cl A,US02079K3059,downstream,eutrophication,1.262988847776021e-16
GOOGL,Alphabet Inc-Cl A,US02079K3059,upstream,eutrophication,5.259151703547314e-14
GOOGL,Alphabet Inc-Cl A,US02079K3059,direct,land_use,0.0
GOOGL,Alphabet Inc-Cl A,US02079K3059,downstream,land_use,1.392007205551995e-15
GOOGL,Alphabet Inc-Cl A,US02079K3059,upstream,land_use,1.981845900531529e-13
GOOGL,Alphabet Inc-Cl A,US02079K3059,direct,water_stress,2.503900256217286e-15
GOOGL,Alphabet Inc-Cl A,US02079K3059,downstream,water_stress,1.381354001832283e-16
GOOGL,Alphabet Inc-Cl A,US02079K3059,upstream,water_stress,2.817440942623211e-13
ALO,Alstom,FR0010220475,direct,acidification,7.24338772244424e-14
ALO,Alstom,FR0010220475,downstream,acidification,0.0
ALO,Alstom,FR0010220475,upstream,acidification,8.302001009446527e-14
ALO,Alstom,FR0010220475,direct,climate_change,1.429103443219276e-13
ALO,Alstom,FR0010220475,downstream,climate_change,5.899248601574522e-13
ALO,Alstom,FR0010220475,upstream,climate_change,6.079031140602845e-13
ALO,Alstom,FR0010220475,direct,eutrophication,0.0
ALO,Alstom,FR0010220475,downstream,eutrophication,0.0
ALO,Alstom,FR0010220475,upstream,eutrophication,9.792996181295541e-14
ALO,Alstom,FR0010220475,direct,land_use,0.0
ALO,Alstom,FR0010220475,downstream,land_use,0.0
ALO,Alstom,FR0010220475,upstream,land_use,4.301307008963447e-13
ALO,Alstom,FR0010220475,direct,water_stress,5.239181118336076e-14
ALO,Alstom,FR0010220475,downstream,water_stress,0.0
ALO,Alstom,FR0010220475,upstream,water_stress,2.155845328248497e-13
AWK,American Water Works Co Inc,US0304201033,direct,acidification,3.521909607902974e-17
AWK,American Water Works Co Inc,US0304201033,downstream,acidification,0.0
AWK,American Water Works Co Inc,US0304201033,upstream,acidification,1.424843736274423e-14
AWK,American Water Works Co Inc,US0304201033,direct,climate_change,8.935858302685238e-13
AWK,American Water Works Co Inc,US0304201033,downstream,climate_change,0.0
AWK,American Water Works Co Inc,US0304201033,upstream,climate_change,1.892934543575397e-13
AWK,American Water Works Co Inc,US0304201033,direct,eutrophication,0.0
AWK,American Water Works Co Inc,US0304201033,downstream,eutrophication,0.0
AWK,American Water Works Co Inc,US0304201033,upstream,eutrophication,4.209317141320087e-14
AWK,American Water Works Co Inc,US0304201033,direct,land_use,0.0
AWK,American Water Works Co Inc,US0304201033,downstream,land_use,0.0
AWK,American Water Works Co Inc,US0304201033,upstream,land_use,5.205029240300196e-14
AWK,American Water Works Co Inc,US0304201033,direct,water_stress,2.491381467208392e-14
AWK,American Water Works Co Inc,US0304201033,downstream,water_stress,0.0
AWK,American Water Works Co Inc,US0304201033,upstream,water_stress,5.048609705852692e-13
ADI,Analog Devices Inc,US0326541051,direct,acidification,6.942641731364513e-18
ADI,Analog Devices Inc,US0326541051,downstream,acidification,0.0
ADI,Analog Devices Inc,US0326541051,upstream,acidification,3.080894799233033e-14
ADI,Analog Devices Inc,US0326541051,direct,climate_change,4.04767922393625e-15
ADI,Analog Devices Inc,US0326541051,downstream,climate_change,3.215546220288466e-13
ADI,Analog Devices Inc,US0326541051,upstream,climate_change,4.052036579036869e-13
ADI,Analog Devices Inc,US0326541051,direct,eutrophication,0.0
ADI,Analog Devices Inc,US0326541051,downstream,eutrophication,0.0
ADI,Analog Devices Inc,US0326541051,upstream,eutrophication,1.380245845856371e-13
ADI,Analog Devices Inc,US0326541051,direct,land_use,0.0
ADI,Analog Devices Inc,US0326541051,downstream,land_use,0.0
ADI,Analog Devices Inc,US0326541051,upstream,land_use,1.538778226002918e-13
ADI,Analog Devices Inc,US0326541051,direct,water_stress,2.058463001149109e-14
ADI,Analog Devices Inc,US0326541051,downstream,water_stress,0.0
ADI,Analog Devices Inc,US0326541051,upstream,water_stress,1.599017869710325e-13
AAL,Anglo American Plc,GB00B1XZS820,direct,acidification,9.026494819870675e-14
AAL,Anglo American Plc,GB00B1XZS820,downstream,acidification,5.212509287133739e-15
AAL,Anglo American Plc,GB00B1XZS820,upstream,acidification,2.074285798549044e-13
AAL,Anglo American Plc,GB00B1XZS820,direct,climate_change,3.497756627364217e-12
AAL,Anglo American Plc,GB00B1XZS820,downstream,climate_change,1.407196192740487e-11
AAL,Anglo American Plc,GB00B1XZS820,upstream,climate_change,1.110115834891848e-12
AAL,Anglo American Plc,GB00B1XZS820,direct,eutrophication,0.0
AAL,Anglo American Plc,GB00B1XZS820,downstream,eutrophication,3.823014458296931e-15
AAL,Anglo American Plc,GB00B1XZS820,upstream,eutrophication,1.849424085905723e-13
AAL,Anglo American Plc,GB00B1XZS820,direct,land_use,0.0
AAL,Anglo American Plc,GB00B1XZS820,downstream,land_use,5.642428449246439e-14
AAL,Anglo American Plc,GB00B1XZS820,upstream,land_use,4.424482708170812e-13
AAL,Anglo American Plc,GB00B1XZS820,direct,water_stress,5.479613026896605e-13
AAL,Anglo American Plc,GB00B1XZS820,downstream,water_stress,4.577794707990444e-15
AAL,Anglo American Plc,GB00B1XZS820,upstream,water_stress,2.058940141468256e-12
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,direct,acidification,7.590701224739278e-14
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,acidification,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,acidification,2.520021637209843e-13
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,direct,climate_change,1.129301097597452e-13
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,climate_change,7.123394627211848e-14
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,climate_change,8.334637478555429e-13
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,direct,eutrophication,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,eutrophication,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,eutrophication,2.940974667987676e-12
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,direct,land_use,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,land_use,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,land_use,5.64058737189237e-12
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,direct,water_stress,3.969527688608182e-15
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,downstream,water_stress,0.0
ABI,Anheuser-Busch Inbev Sa/Nv,BE0974293251,upstream,water_stress,2.495280448006071e-11
ANTO,Antofagasta Plc,GB0000456144,direct,acidification,3.26194705731508e-13
ANTO,Antofagasta Plc,GB0000456144,downstream,acidification,0.0
ANTO,Antofagasta Plc,GB0000456144,upstream,acidification,3.272212509475545e-13
ANTO,Antofagasta Plc,GB0000456144,direct,climate_change,2.348014498127024e-12
ANTO,Antofagasta Plc,GB0000456144,downstream,climate_change,1.559186633039236e-12
ANTO,Antofagasta Plc,GB0000456144,upstream,climate_change,1.3112743980343e-12
ANTO,Antofagasta Plc,GB0000456144,direct,eutrophication,0.0
ANTO,Antofagasta Plc,GB0000456144,downstream,eutrophication,0.0
ANTO,Antofagasta Plc,GB0000456144,upstream,eutrophication,6.494332574418741e-13
ANTO,Antofagasta Plc,GB0000456144,direct,land_use,0.0
ANTO,Antofagasta Plc,GB0000456144,downstream,land_use,0.0
ANTO,Antofagasta Plc,GB0000456144,upstream,land_use,1.203173154573928e-12
ANTO,Antofagasta Plc,GB0000456144,direct,water_stress,6.966208536848687e-13
