ticker,company_name,isin,scope,category,stakeholder,wellby_per_dollar,wellby_abs
1308,Sitc International Holdings,KYG8187G1055,own_ops,knowledge,gov_communities,3.9878039022065045e-07,968.6256044342533
1308,Sitc International Holdings,KYG8187G1055,own_ops,knowledge,shareholders,1.3279820213204319e-06,3225.628490326689
1308,Sitc International Holdings,KYG8187G1055,own_ops,nutrition,customers,6.0146752617164e-06,14609.465770451283
1308,Sitc International Holdings,KYG8187G1055,own_ops,nutrition,gov_communities,-2.3469001488914306e-06,-5700.550054652817
1308,Sitc International Holdings,KYG8187G1055,upstream,knowledge,gov_communities,-8.095529801308673e-08,-196.63799021484726
1308,Sitc International Holdings,KYG8187G1055,upstream,knowledge,shareholders,2.8849582070572424e-07,700.747693619583
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,health,employees,9.733942515732348e-08,3353.61964063724
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,health,shareholders,-1.4076592526221761e-05,-484978.5900511141
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,health,suppliers,-1.8465363217987986e-06,-63618.42044912251
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,housing,customers,-9.917861515718101e-09,-341.69849594319317
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,housing,gov_communities,-5.630192238307183e-08,-1939.7611235563922
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,housing,shareholders,-0.00017075402227227865,-5882961.008703252
1925,Daiwa House Industry Co Ltd,JP3505000004,downstream,water,gov_communities,8.84610581957242e-06,304773.46842479747
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,connectivity,suppliers,1.4583909641666412e-08,502.4571054587901
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,health,suppliers,-1.0067602570787334e-06,-34685.75005549246
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,housing,customers,2.3681547965264685e-05,815896.5829995896
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,knowledge,customers,0.00014151368909015512,4875548.48803286
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,knowledge,shareholders,5.054146123383356e-05,1741296.87725547
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,knowledge,suppliers,5.214346219446606e-07,17964.903600319878
1925,Daiwa House Industry Co Ltd,JP3505000004,own_ops,water,gov_communities,-2.9935606521356913e-06,-103136.66617832662
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,connectivity,customers,0.0016539947467920947,56984816.372068554
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,health,customers,2.3209901293858303e-07,7996.47015693093
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,health,employees,-0.0004384767838668745,-15106770.478280006
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,housing,customers,-3.614425483456193e-07,-12452.722287343886
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,knowledge,gov_communities,1.049028775805648e-06,36142.02056822786
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,knowledge,suppliers,4.548615353844863e-05,1567127.1700756042
1925,Daiwa House Industry Co Ltd,JP3505000004,upstream,water,gov_communities,-0.0001916611097143863,-6603269.547212196
1928,Sekisui House Ltd,JP3420600003,downstream,housing,shareholders,1.9196261868145275e-07,3949.7498961944725
1928,Sekisui House Ltd,JP3420600003,downstream,water,suppliers,-1.2130348763806378e-07,-2495.8944663154975
1928,Sekisui House Ltd,JP3420600003,own_ops,water,shareholders,3.145879368065484e-06,64728.41844315553
1928,Sekisui House Ltd,JP3420600003,upstream,housing,customers,-7.704234414336468e-08,-1585.1939970030971
1928,Sekisui House Ltd,JP3420600003,upstream,safety,employees,3.5345802313205335e-08,727.2617969916339
1928,Sekisui House Ltd,JP3420600003,upstream,safety,gov_communities,-9.52845302241631e-06,-196053.82857708947
1928,Sekisui House Ltd,JP3420600003,upstream,safety,shareholders,-3.3419872297168343e-06,-68763.4592835063
1928,Sekisui House Ltd,JP3420600003,upstream,water,gov_communities,7.102755090211568e-07,14614.358968925893
1928,Sekisui House Ltd,JP3420600003,upstream,water,suppliers,2.8539242316667995e-05,587212.6049956803
1997,Wharf Real Estate Investment,KYG9593A1040,downstream,knowledge,suppliers,-4.924806233952268e-05,-83702.00675225274
1997,Wharf Real Estate Investment,KYG9593A1040,downstream,nutrition,customers,5.094843109497671e-07,865.9195348902242
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,knowledge,gov_communities,-2.2453358026079587e-06,-3816.1727301124865
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,knowledge,shareholders,2.8977627956033332e-08,49.25037647407425
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,knowledge,suppliers,5.624649535786626e-05,95596.54351022949
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,mobility,employees,3.7264873384323877e-06,6333.5378803996855
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,nutrition,suppliers,-6.967654890032283e-08,-118.42226251098869
1997,Wharf Real Estate Investment,KYG9593A1040,own_ops,safety,employees,-2.568189867731177e-06,-4364.895499195908
1997,Wharf Real Estate Investment,KYG9593A1040,upstream,mobility,customers,7.531206602990504e-07,1280.003874244266
1997,Wharf Real Estate Investment,KYG9593A1040,upstream,mobility,gov_communities,-2.1808499248348875e-05,-37065.725322493745
1997,Wharf Real Estate Investment,KYG9593A1040,upstream,nutrition,shareholders,-2.882684423079891e-05,-48994.10445466583
27,Galaxy Entertainment Group L,HK0027032686,downstream,employment,customers,-8.216734346344315e-06,-24141.99801971155
27,Galaxy Entertainment Group L,HK0027032686,downstream,employment,employees,0.00047963634127941675,1409243.5161301184
27,Galaxy Entertainment Group L,HK0027032686,downstream,health,customers,6.5426591111277974e-06,19223.31386736014
27,Galaxy Entertainment Group L,HK0027032686,downstream,health,suppliers,-1.0554642600038257e-05,-31011.123155302408
27,Galaxy Entertainment Group L,HK0027032686,own_ops,employment,employees,9.69347445813641e-06,28480.881979173493
27,Galaxy Entertainment Group L,HK0027032686,upstream,employment,shareholders,0.00019269187781290547,566157.6407959881
27,Galaxy Entertainment Group L,HK0027032686,upstream,safety,shareholders,-8.096178600328129e-06,-23787.787154554095
2802,Ajinomoto Co Inc,JP3119600009,downstream,leisure,customers,8.359161820317944e-05,796656.5426264891
2802,Ajinomoto Co Inc,JP3119600009,downstream,leisure,shareholders,-7.75258718111019e-05,-738847.9171562168
2802,Ajinomoto Co Inc,JP3119600009,downstream,safety,shareholders,-2.313031102205963e-05,-220439.72834597577
2802,Ajinomoto Co Inc,JP3119600009,downstream,water,gov_communities,-1.9336328983226786e-08,-184.28178956200557
2802,Ajinomoto Co Inc,JP3119600009,own_ops,connectivity,employees,-3.8860679027243733e-07,-3703.5548376050206
2802,Ajinomoto Co Inc,JP3119600009,own_ops,safety,shareholders,3.617363168796864e-07,3447.470090211151
2802,Ajinomoto Co Inc,JP3119600009,own_ops,water,customers,7.568020015131056e-07,7212.580387100411
2802,Ajinomoto Co Inc,JP3119600009,upstream,connectivity,customers,1.6903462875228737e-05,161095.74837830744
2802,Ajinomoto Co Inc,JP3119600009,upstream,leisure,shareholders,-9.156315310321152e-07,-8726.27980545661
2802,Ajinomoto Co Inc,JP3119600009,upstream,water,customers,1.1644605271032023e-07,1109.7704739872731
2802,Ajinomoto Co Inc,JP3119600009,upstream,water,employees,-5.640855019016685e-07,-5375.926622193548
288,Wh Group Ltd,KYG960071028,downstream,nutrition,customers,7.96351075229506e-06,208931.94225893356
288,Wh Group Ltd,KYG960071028,downstream,nutrition,employees,-2.3471685744442864e-06,-61580.69026609221
288,Wh Group Ltd,KYG960071028,own_ops,housing,customers,-1.068074020442466e-05,-280221.6089217181
288,Wh Group Ltd,KYG960071028,own_ops,housing,suppliers,-1.0453758872938176e-06,-27426.649039182565
288,Wh Group Ltd,KYG960071028,own_ops,nutrition,gov_communities,2.837691291519112e-06,74450.12275490207
288,Wh Group Ltd,KYG960071028,own_ops,safety,customers,-6.320087602888301e-06,-165814.8295633939
288,Wh Group Ltd,KYG960071028,upstream,housing,customers,2.3632196498400084e-07,6200.180884834644
288,Wh Group Ltd,KYG960071028,upstream,income_wealth,shareholders,7.223482444969109e-07,18951.644118340075
288,Wh Group Ltd,KYG960071028,upstream,income_wealth,suppliers,6.195705365716645e-08,1625.515172878004
288,Wh Group Ltd,KYG960071028,upstream,nutrition,suppliers,5.113653573728368e-06,134162.63334490923
288,Wh Group Ltd,KYG960071028,upstream,safety,customers,2.9076601156286386e-06,76285.83601925145
288,Wh Group Ltd,KYG960071028,upstream,safety,employees,-1.028858468893184e-05,-269932.954072366
2914,Japan Tobacco Inc,JP3726800000,downstream,connectivity,customers,8.014905976087116e-07,16197.04296536529
2914,Japan Tobacco Inc,JP3726800000,downstream,connectivity,employees,3.8557666233667815e-06,77919.83817330112
2914,Japan Tobacco Inc,JP3726800000,downstream,energy,customers,2.608795793106007e-06,52720.241104351706
2914,Japan Tobacco Inc,JP3726800000,downstream,energy,gov_communities,3.389454114069218e-08,684.9629188228491
2914,Japan Tobacco Inc,JP3726800000,own_ops,connectivity,gov_communities,6.980864493612134e-06,141073.84724883488
2914,Japan Tobacco Inc,JP3726800000,own_ops,employment,customers,0.0005789279555715869,11699352.429361751
2914,Japan Tobacco Inc,JP3726800000,own_ops,employment,gov_communities,1.077762961539775e-06,21780.134472720776
2914,Japan Tobacco Inc,JP3726800000,own_ops,employment,suppliers,3.590862988138081e-05,725664.9332523663
2914,Japan Tobacco Inc,JP3726800000,own_ops,energy,customers,5.726046355272009e-07,11571.566667746769
2914,Japan Tobacco Inc,JP3726800000,own_ops,energy,gov_communities,9.824402545935732e-08,1985.3791250992415
2914,Japan Tobacco Inc,JP3726800000,own_ops,income_wealth,customers,6.519211724758764e-07,13174.446802154622
2914,Japan Tobacco Inc,JP3726800000,own_ops,income_wealth,gov_communities,6.415711380687251e-06,129652.86579332541
2914,Japan Tobacco Inc,JP3726800000,upstream,connectivity,customers,2.6958829841733415e-06,54480.1556681146
2914,Japan Tobacco Inc,JP3726800000,upstream,energy,customers,2.7998614812597213e-07,5658.142072325927
2914,Japan Tobacco Inc,JP3726800000,upstream,energy,suppliers,7.77725031693385e-05,1571677.2961730526
2914,Japan Tobacco Inc,JP3726800000,upstream,mobility,customers,-2.0052299584417366e-08,-405.22990399663604
2914,Japan Tobacco Inc,JP3726800000,upstream,mobility,gov_communities,7.252210870245294e-05,1465573.9120298258
3038,Kobe Bussan Co Ltd,JP3291200008,downstream,connectivity,shareholders,4.87484710509228e-07,1600.4074297546902
3038,Kobe Bussan Co Ltd,JP3291200008,downstream,employment,shareholders,2.7583550743377387e-06,9055.652125500052
3038,Kobe Bussan Co Ltd,JP3291200008,own_ops,employment,customers,3.5990733091573394e-06,11815.721683230453
3038,Kobe Bussan Co Ltd,JP3291200008,own_ops,employment,gov_communities,2.2749853083328754e-07,746.8754017403746
3038,Kobe Bussan Co Ltd,JP3291200008,own_ops,employment,suppliers,-3.3608078505660354e-05,-110334.98565329789
3038,Kobe Bussan Co Ltd,JP3291200008,own_ops,safety,shareholders,-0.0005621018198960869,-1845374.6537006542
3038,Kobe Bussan Co Ltd,JP3291200008,upstream,connectivity,gov_communities,7.2261812120783865e-06,23723.48065744122
3038,Kobe Bussan Co Ltd,JP3291200008,upstream,connectivity,shareholders,1.1584671617577975e-05,38032.361073792315
3038,Kobe Bussan Co Ltd,JP3291200008,upstream,safety,shareholders,7.672073101953098e-07,2518.7339272981
3038,Kobe Bussan Co Ltd,JP3291200008,upstream,safety,suppliers,6.273044247458345e-06,20594.34153396327
3750,Contemporary Amperex Techn-A,CNE100003662,own_ops,income_wealth,suppliers,3.790038174818082e-05,2135746.773116969
3750,Contemporary Amperex Techn-A,CNE100003662,own_ops,leisure,gov_communities,-0.00017161596628968985,-9670832.569810424
3750,Contemporary Amperex Techn-A,CNE100003662,own_ops,leisure,suppliers,-7.344178569875375e-07,-41385.61396564035
3750,Contemporary Amperex Techn-A,CNE100003662,own_ops,safety,shareholders,4.1201451350240807e-07,23217.67293893716
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,leisure,suppliers,1.943520919289413e-06,109520.49400022007
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,safety,customers,-9.427488279599213e-06,-531253.9542617801
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,safety,shareholders,-0.00015744733341146173,-8872407.578995991
388,Hong Kong Exchanges & Clear,HK0388045442,downstream,employment,customers,4.294725125285139e-06,11188.70379089535
388,Hong Kong Exchanges & Clear,HK0388045442,downstream,nutrition,gov_communities,-0.00028398173628854906,-739834.8990136537
388,Hong Kong Exchanges & Clear,HK0388045442,downstream,nutrition,shareholders,-6.607521956413244e-09,-17.214048351286912
388,Hong Kong Exchanges & Clear,HK0388045442,own_ops,employment,customers,1.0655015932721027e-06,2775.866060824347
388,Hong Kong Exchanges & Clear,HK0388045442,own_ops,employment,employees,7.787702990728265e-08,202.8867958550509
388,Hong Kong Exchanges & Clear,HK0388045442,own_ops,employment,suppliers,2.38952864146573e-07,622.5247807319348
388,Hong Kong Exchanges & Clear,HK0388045442,own_ops,knowledge,shareholders,1.0069032445357968e-07,262.32044707295483
388,Hong Kong Exchanges & Clear,HK0388045442,upstream,employment,suppliers,3.8666999767509644e-08,100.73604113431148
388,Hong Kong Exchanges & Clear,HK0388045442,upstream,knowledge,customers,6.959297896237607e-06,18130.502065236135
4307,Nomura Research Institute Lt,JP3762800005,downstream,nutrition,customers,-1.447865397656024e-06,-7061.746297257609
4307,Nomura Research Institute Lt,JP3762800005,downstream,nutrition,gov_communities,-0.0001387246217863064,-676608.5340694415
4307,Nomura Research Institute Lt,JP3762800005,own_ops,income_wealth,suppliers,-7.370962043698606e-06,-35950.7617238334
4307,Nomura Research Institute Lt,JP3762800005,own_ops,nutrition,customers,-3.880448250788947e-08,-189.26304275985473
4307,Nomura Research Institute Lt,JP3762800005,own_ops,nutrition,suppliers,1.3064542083362331e-06,6372.034433028727
4307,Nomura Research Institute Lt,JP3762800005,own_ops,water,employees,-6.302894011106424e-07,-3074.1420105069924
4307,Nomura Research Institute Lt,JP3762800005,upstream,employment,customers,-3.062213025389002e-05,-149354.84699381053
4307,Nomura Research Institute Lt,JP3762800005,upstream,nutrition,customers,4.833124868243828e-08,235.72841576129036
4307,Nomura Research Institute Lt,JP3762800005,upstream,nutrition,employees,7.976019383112441e-07,3890.1838138223466
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,downstream,employment,gov_communities,8.799068632488498e-06,248432.023862817
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,downstream,employment,shareholders,0.00012399702048123673,3500919.4765651897
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,downstream,health,gov_communities,0.00021340751065684744,6025326.315134365
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,own_ops,health,customers,-5.292239925703545e-06,-149420.57283832133
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,own_ops,health,suppliers,1.2320612750382598e-05,347858.94833302725
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,own_ops,housing,shareholders,3.3184475720937272e-06,93692.71690573709
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,own_ops,housing,suppliers,-5.716239236688266e-09,-161.39172698473286
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,employment,shareholders,1.8333448563547852e-06,51762.47533983537
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,health,customers,-7.876483767290563e-08,-2223.83855037305
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,health,shareholders,7.122157535857065e-06,201086.28365163482
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,health,suppliers,8.21535958377516e-08,2319.516409523495
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,housing,customers,5.4071120656894496e-06,152663.86135146936
4502,Takeda Pharmaceutical Co Ltd,JP3463000004,upstream,housing,suppliers,-7.287337753107376e-05,-2057499.6538745838
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,housing,gov_communities,2.2528333665953047e-05,178090.53272941872
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,leisure,customers,-4.748595405176326e-07,-3753.850142509179
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,leisure,suppliers,4.593359001122063e-05,363113.2970849011
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,own_ops,housing,employees,6.5305776649644386e-06,51625.39194552358
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,own_ops,housing,suppliers,3.0931901863850143e-07,2445.222519760709
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,own_ops,leisure,employees,-3.1822763821986923e-05,-251564.6761102946
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,own_ops,nutrition,employees,-7.943053613416761e-06,-62791.26856370991
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,housing,customers,-4.4374894889935406e-09,-35.07915315860196
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,housing,employees,8.060094260973954e-06,63716.49594996609
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,housing,gov_communities,0.00013321514912240039,1053089.732539417
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,income_wealth,gov_communities,6.206872225138522e-06,49066.44217672054
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,nutrition,customers,5.95418828195357e-07,4706.893012273373
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,nutrition,employees,9.462740333908517e-07,7480.466563280694
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,nutrition,gov_communities,-7.894069106865449e-06,-62404.037222210616
4543,Terumo Corp,JP3546800008,downstream,housing,employees,9.49921661187309e-08,579.8720786985033
4543,Terumo Corp,JP3546800008,downstream,leisure,shareholders,2.7769750620582832e-05,169518.22108329827
4543,Terumo Corp,JP3546800008,own_ops,connectivity,shareholders,7.925512413958688e-07,4838.06564900177
4543,Terumo Corp,JP3546800008,own_ops,employment,suppliers,2.4861997083763353e-06,15176.807223806669
4543,Terumo Corp,JP3546800008,own_ops,housing,shareholders,-4.1215874034971174e-08,-251.59900577655873
4543,Terumo Corp,JP3546800008,own_ops,knowledge,employees,6.428030056218627e-07,3923.939523578211
4543,Terumo Corp,JP3546800008,own_ops,knowledge,suppliers,6.064530464614284e-06,37020.44105880073
4543,Terumo Corp,JP3546800008,own_ops,leisure,employees,-1.1382587631572284e-06,-6948.409558992248
4543,Terumo Corp,JP3546800008,upstream,employment,customers,3.925533538319276e-06,23963.10544198695
4543,Terumo Corp,JP3546800008,upstream,employment,shareholders,2.550254030434818e-07,1556.782170846691
4543,Terumo Corp,JP3546800008,upstream,leisure,gov_communities,-3.052486125049415e-05,-186336.57351474147
4543,Terumo Corp,JP3546800008,upstream,leisure,suppliers,4.793062693373915e-07,2925.88677666856
4568,Daiichi Sankyo Co Ltd,JP3475350009,downstream,employment,suppliers,1.2475390682258984e-06,13231.524111510702
4568,Daiichi Sankyo Co Ltd,JP3475350009,own_ops,employment,gov_communities,3.6292474397602025e-06,38492.16127084069
4568,Daiichi Sankyo Co Ltd,JP3475350009,own_ops,mobility,shareholders,1.6435411263059294e-06,17431.56153971332
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,employment,gov_communities,1.4028418774767948e-07,1487.8681236706634
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,mobility,suppliers,-7.422839580176139e-08,-787.2737887130615
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,nutrition,employees,1.4949559874660383e-05,158556.5269866355
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,nutrition,shareholders,-5.5466884520900314e-08,-588.2873239171208
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,safety,customers,1.4344489402277547e-06,15213.908904949589
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,safety,shareholders,-3.193083773258934e-06,-33866.165807561585
4568,Daiichi Sankyo Co Ltd,JP3475350009,upstream,safety,suppliers,-0.00010193382605069893,-1081120.352476318
4661,Oriental Land Co Ltd,JP3198900007,own_ops,energy,customers,0.0003810524898188938,1560619.5246777704
4661,Oriental Land Co Ltd,JP3198900007,upstream,energy,customers,6.7028488132004626e-06,27451.852456903158
4661,Oriental Land Co Ltd,JP3198900007,upstream,energy,gov_communities,-0.00016060422408076705,-657762.6299339855
4661,Oriental Land Co Ltd,JP3198900007,upstream,energy,shareholders,-2.2121299342478066e-06,-9059.888752208604
4661,Oriental Land Co Ltd,JP3198900007,upstream,knowledge,customers,3.2351746060882023e-06,13249.819357964538
4661,Oriental Land Co Ltd,JP3198900007,upstream,knowledge,suppliers,9.269275138037025e-05,379627.7979158754
4661,Oriental Land Co Ltd,JP3198900007,upstream,mobility,customers,1.442683334605102e-07,590.8581731041926
4661,Oriental Land Co Ltd,JP3198900007,upstream,mobility,employees,-1.3733826081663209e-08,-56.24757140875576
4661,Oriental Land Co Ltd,JP3198900007,upstream,mobility,gov_communities,1.2647173846326111e-05,51797.13284632091
4684,Obic Co Ltd,JP3173400007,downstream,water,shareholders,-1.189785439175868e-06,-879.168154570224
4684,Obic Co Ltd,JP3173400007,own_ops,mobility,gov_communities,2.4485937439744293e-05,18093.39375235025
4684,Obic Co Ltd,JP3173400007,own_ops,mobility,suppliers,7.196333771722448e-06,5317.586913938868
4684,Obic Co Ltd,JP3173400007,upstream,water,employees,5.177527989170442e-07,382.5830757037714
4684,Obic Co Ltd,JP3173400007,upstream,water,gov_communities,5.0481340566979e-05,37302.17698515779
4684,Obic Co Ltd,JP3173400007,upstream,water,suppliers,5.108509699540339e-06,3774.8310722813426
4704,Trend Micro Inc,JP3637300009,downstream,connectivity,customers,4.4033059200793315e-07,778.9228007324334
4704,Trend Micro Inc,JP3637300009,downstream,leisure,employees,-1.192075139457979e-05,-21087.21317944192
4704,Trend Micro Inc,JP3637300009,downstream,leisure,gov_communities,-4.63501952482344e-07,-819.9117788436424
4704,Trend Micro Inc,JP3637300009,downstream,mobility,shareholders,-3.2211051255331606e-08,-56.97973911811884
4704,Trend Micro Inc,JP3637300009,downstream,mobility,suppliers,4.926083379297348e-05,87139.95193808044
4704,Trend Micro Inc,JP3637300009,own_ops,leisure,gov_communities,7.253651020069436e-06,12831.345971951829
4704,Trend Micro Inc,JP3637300009,own_ops,mobility,shareholders,1.5163124339069652e-05,26822.80879959726
4704,Trend Micro Inc,JP3637300009,own_ops,nutrition,gov_communities,5.701518548512112e-08,100.85701236390501
4704,Trend Micro Inc,JP3637300009,own_ops,nutrition,shareholders,8.550165546752079e-05,151248.15343927089
4704,Trend Micro Inc,JP3637300009,upstream,connectivity,customers,5.912338185619047e-05,104586.30633450813
